"TestID","Category","Module / Page","Test Case","Method","Environment","Status","Observed Result (evidence)","Executed At"
"MOB-357","Mobile-Specific Testing","StudentDashboard (/student)","MOB_rootMounted","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_rootMounted=true","2026-08-05T23:35:22.587Z"
"MOB-358","Mobile-Specific Testing","StudentDashboard (/student)","MOB_bodyRendered","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_bodyRendered=true","2026-08-05T23:35:22.587Z"
"MOB-359","Mobile-Specific Testing","StudentDashboard (/student)","MOB_viewportWidthRespected","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_viewportWidthRespected=true","2026-08-05T23:35:22.587Z"
"MOB-360","Mobile-Specific Testing","StudentDashboard (/student)","MOB_noFixedOverflow","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_noFixedOverflow=true","2026-08-05T23:35:22.587Z"
"MOB-361","Mobile-Specific Testing","StudentDashboard (/student)","MOB_scrollVerticalOnly","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_scrollVerticalOnly=true","2026-08-05T23:35:22.587Z"
"MOB-362","Mobile-Specific Testing","StudentDashboard (/student)","MOB_headingPresent","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_headingPresent=true","2026-08-05T23:35:22.587Z"
"MOB-363","Mobile-Specific Testing","StudentDashboard (/student)","MOB_interactivePresent","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_interactivePresent=true","2026-08-05T23:35:22.587Z"
"MOB-364","Mobile-Specific Testing","StudentDashboard (/student)","MOB_noJsError","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_noJsError=true","2026-08-05T23:35:22.587Z"
"MOB-365","Mobile-Specific Testing","Login (/login)","MOB_noHorizontalScroll","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_noHorizontalScroll=true","2026-08-05T23:35:22.587Z"
"MOB-366","Mobile-Specific Testing","Login (/login)","MOB_contentFitsWidth","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_contentFitsWidth=true","2026-08-05T23:35:22.587Z"
"MOB-367","Mobile-Specific Testing","Login (/login)","MOB_tapTargetsButtons","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_tapTargetsButtons=true","2026-08-05T23:35:22.587Z"
"MOB-368","Mobile-Specific Testing","Login (/login)","MOB_tapTargetsLinks","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_tapTargetsLinks=true","2026-08-05T23:35:22.587Z"
"MOB-369","Mobile-Specific Testing","Login (/login)","MOB_textReadable","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_textReadable=true","2026-08-05T23:35:22.587Z"
"MOB-370","Mobile-Specific Testing","Login (/login)","MOB_imagesResponsive","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_imagesResponsive=true","2026-08-05T23:35:22.587Z"
"MOB-371","Mobile-Specific Testing","Login (/login)","MOB_rootMounted","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_rootMounted=true","2026-08-05T23:35:22.587Z"
"MOB-372","Mobile-Specific Testing","Login (/login)","MOB_bodyRendered","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_bodyRendered=true","2026-08-05T23:35:22.587Z"
"MOB-373","Mobile-Specific Testing","Login (/login)","MOB_viewportWidthRespected","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_viewportWidthRespected=true","2026-08-05T23:35:22.587Z"
"MOB-374","Mobile-Specific Testing","Login (/login)","MOB_noFixedOverflow","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_noFixedOverflow=true","2026-08-05T23:35:22.587Z"
"MOB-375","Mobile-Specific Testing","Login (/login)","MOB_scrollVerticalOnly","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_scrollVerticalOnly=true","2026-08-05T23:35:22.587Z"
"MOB-376","Mobile-Specific Testing","Login (/login)","MOB_headingPresent","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_headingPresent=true","2026-08-05T23:35:22.587Z"
"MOB-377","Mobile-Specific Testing","Login (/login)","MOB_interactivePresent","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_interactivePresent=true","2026-08-05T23:35:22.587Z"
"MOB-378","Mobile-Specific Testing","Login (/login)","MOB_noJsError","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_noJsError=true","2026-08-05T23:35:22.587Z"
"MOB-379","Mobile-Specific Testing","Register (/register)","MOB_noHorizontalScroll","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_noHorizontalScroll=true","2026-08-05T23:35:22.587Z"
"MOB-380","Mobile-Specific Testing","Register (/register)","MOB_contentFitsWidth","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_contentFitsWidth=true","2026-08-05T23:35:22.587Z"
"MOB-381","Mobile-Specific Testing","Register (/register)","MOB_tapTargetsButtons","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_tapTargetsButtons=true","2026-08-05T23:35:22.587Z"
"MOB-382","Mobile-Specific Testing","Register (/register)","MOB_tapTargetsLinks","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_tapTargetsLinks=true","2026-08-05T23:35:22.587Z"
"MOB-383","Mobile-Specific Testing","Register (/register)","MOB_textReadable","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_textReadable=true","2026-08-05T23:35:22.587Z"
"MOB-384","Mobile-Specific Testing","Register (/register)","MOB_imagesResponsive","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_imagesResponsive=true","2026-08-05T23:35:22.587Z"
"MOB-385","Mobile-Specific Testing","Register (/register)","MOB_rootMounted","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_rootMounted=true","2026-08-05T23:35:22.587Z"
"MOB-386","Mobile-Specific Testing","Register (/register)","MOB_bodyRendered","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_bodyRendered=true","2026-08-05T23:35:22.587Z"
"MOB-387","Mobile-Specific Testing","Register (/register)","MOB_viewportWidthRespected","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_viewportWidthRespected=true","2026-08-05T23:35:22.587Z"
"MOB-388","Mobile-Specific Testing","Register (/register)","MOB_noFixedOverflow","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_noFixedOverflow=true","2026-08-05T23:35:22.587Z"
"MOB-389","Mobile-Specific Testing","Register (/register)","MOB_scrollVerticalOnly","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_scrollVerticalOnly=true","2026-08-05T23:35:22.587Z"
"MOB-390","Mobile-Specific Testing","Register (/register)","MOB_headingPresent","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_headingPresent=true","2026-08-05T23:35:22.587Z"
"MOB-391","Mobile-Specific Testing","Register (/register)","MOB_interactivePresent","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_interactivePresent=true","2026-08-05T23:35:22.587Z"
"MOB-392","Mobile-Specific Testing","Register (/register)","MOB_noJsError","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_noJsError=true","2026-08-05T23:35:22.587Z"
"MOB-393","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_noHorizontalScroll","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_noHorizontalScroll=true","2026-08-05T23:35:22.587Z"
"MOB-394","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_contentFitsWidth","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_contentFitsWidth=true","2026-08-05T23:35:22.587Z"
"MOB-395","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_tapTargetsButtons","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_tapTargetsButtons=true","2026-08-05T23:35:22.587Z"
"MOB-396","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_tapTargetsLinks","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_tapTargetsLinks=true","2026-08-05T23:35:22.587Z"
"MOB-397","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_textReadable","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_textReadable=true","2026-08-05T23:35:22.587Z"
"MOB-398","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_imagesResponsive","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_imagesResponsive=true","2026-08-05T23:35:22.587Z"
"MOB-399","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_rootMounted","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_rootMounted=true","2026-08-05T23:35:22.587Z"
"MOB-400","Mobile-Specific Testing","ForgotPassword (/forgot-password)","MOB_bodyRendered","Automated — Playwright / WebKit (Safari)","WebKit (Safari) (backend on Supabase)","Pass","MOB_bodyRendered=true","2026-08-05T23:35:22.587Z"
"REG-001","Regression Testing","Authentication","Register as Student — HAPPY","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HAPPY] status=201 exp=201","2026-08-05T23:35:22.587Z"
"REG-002","Regression Testing","Authentication","Register as Student — SIDEEFFECT","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[SIDEEFFECT] status=201","2026-08-05T23:35:22.587Z"
"REG-003","Regression Testing","Authentication","Register as Student — READ","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[READ] read status=201 exp=201","2026-08-05T23:35:22.587Z"
"REG-004","Regression Testing","Authentication","Register as Student — STATUSMSG","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[STATUSMSG] status=201, body present=true","2026-08-05T23:35:22.587Z"
"REG-005","Regression Testing","Authentication","Register as Student — NOAUTH","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[NOAUTH] public route -> 201","2026-08-05T23:35:22.587Z"
"REG-006","Regression Testing","Authentication","Register as Student — MISSING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSING] omit name -> 400","2026-08-05T23:35:22.587Z"
"REG-007","Regression Testing","Authentication","Register as Student — SIDEEFFECT","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[SIDEEFFECT] status=201","2026-08-05T23:35:22.587Z"
"REG-008","Regression Testing","Authentication","Register as Student — PERSIST","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[PERSIST] repeat -> 201,400","2026-08-05T23:35:22.587Z"
"REG-009","Regression Testing","Authentication","Register as Teacher — HAPPY","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HAPPY] status=201 exp=201","2026-08-05T23:35:22.587Z"
"REG-010","Regression Testing","Authentication","Register as Teacher — SIDEEFFECT","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[SIDEEFFECT] status=201","2026-08-05T23:35:22.587Z"
"REG-011","Regression Testing","Authentication","Register as Teacher — READ","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[READ] read status=201 exp=201","2026-08-05T23:35:22.587Z"
"REG-012","Regression Testing","Authentication","Register as Teacher — STATUSMSG","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[STATUSMSG] status=201, body present=true","2026-08-05T23:35:22.587Z"
"REG-013","Regression Testing","Authentication","Register as Teacher — NOAUTH","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[NOAUTH] public route -> 201","2026-08-05T23:35:22.587Z"
"REG-014","Regression Testing","Authentication","Register as Teacher — MISSING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSING] omit name -> 400","2026-08-05T23:35:22.587Z"
"REG-015","Regression Testing","Authentication","Register as Teacher — SIDEEFFECT","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[SIDEEFFECT] status=201","2026-08-05T23:35:22.587Z"
"REG-016","Regression Testing","Authentication","Register as Teacher — PERSIST","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[PERSIST] repeat -> 201,400","2026-08-05T23:35:22.587Z"
"REG-017","Regression Testing","Authentication","Login with email & password — HAPPY","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HAPPY] status=200 exp=200","2026-08-05T23:35:22.587Z"
"REG-018","Regression Testing","Authentication","Login with email & password — SIDEEFFECT","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[SIDEEFFECT] status=200","2026-08-05T23:35:22.587Z"
"REG-019","Regression Testing","Authentication","Login with email & password — READ","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[READ] read status=200 exp=200","2026-08-05T23:35:22.587Z"
"REG-020","Regression Testing","Authentication","Login with email & password — STATUSMSG","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[STATUSMSG] status=200, body present=true","2026-08-05T23:35:22.587Z"
"REG-021","Regression Testing","Authentication","Login with email & password — NOAUTH","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[NOAUTH] public route -> 200","2026-08-05T23:35:22.587Z"
"REG-022","Regression Testing","Authentication","Login with email & password — MISSING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSING] omit email -> 400","2026-08-05T23:35:22.587Z"
"REG-023","Regression Testing","Authentication","Login with email & password — SIDEEFFECT","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[SIDEEFFECT] status=200","2026-08-05T23:35:22.587Z"
"REG-024","Regression Testing","Authentication","Login with email & password — PERSIST","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[PERSIST] repeat -> 200,200","2026-08-05T23:35:22.587Z"
"REG-025","Regression Testing","Authentication","Forgot password token issue — HAPPY","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HAPPY] status=200 exp=200","2026-08-05T23:35:22.587Z"
"REG-026","Regression Testing","Authentication","Forgot password token issue — SIDEEFFECT","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[SIDEEFFECT] status=200","2026-08-05T23:35:22.587Z"
"REG-027","Regression Testing","Authentication","Forgot password token issue — READ","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[READ] read status=200 exp=200","2026-08-05T23:35:22.587Z"
"REG-028","Regression Testing","Authentication","Forgot password token issue — STATUSMSG","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[STATUSMSG] status=200, body present=true","2026-08-05T23:35:22.587Z"
"REG-029","Regression Testing","Authentication","Forgot password token issue — NOAUTH","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[NOAUTH] public route -> 200","2026-08-05T23:35:22.587Z"
"REG-030","Regression Testing","Authentication","Forgot password token issue — MISSING","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[MISSING] no server-side required-field on this endpoint; status=200","2026-08-05T23:35:22.587Z"
"REG-031","Regression Testing","Authentication","Forgot password token issue — SIDEEFFECT","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[SIDEEFFECT] status=200","2026-08-05T23:35:22.587Z"
"REG-032","Regression Testing","Authentication","Forgot password token issue — PERSIST","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[PERSIST] repeat -> 200,200","2026-08-05T23:35:22.587Z"
"REG-033","Regression Testing","Authentication","Reset password with token — HAPPY","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[HAPPY] status=200 exp=200","2026-08-05T23:35:22.587Z"
"REG-034","Regression Testing","Authentication","Reset password with token — SIDEEFFECT","Automated (live)","Node.js 20+ / Express + Supabase (PostgreSQL)","Pass","[SIDEEFFECT] status=200","2026-08-05T23:35:22.587Z"
